Row_ID,Brand,Model,Battery,km_of_range,0-100,Top_Speed,Range,Efficiency,Fastcharge,Germany_price_before_incentives,Netherlands_price_before_incentives,UK_price_after_incentives,Drive_Configuration,Tow_Hitch,Towing_capacity_in_kg,Number_of_seats,Estimated_US_Value
195,NIO,EL7 100 kWh,90.0,224,3.9,200,430,209,450,94900,97900,0,All Wheel Drive,Towbar possible,2000,5,54692
196,CITROEN,e-C4 X,46.3,132,9.7,150,285,162,460,37540,38680,31995,Front Wheel Drive,Towbar not possible,0,5,39865
197,VOLVO,EX40 Single Motor,67.0,144,7.3,180,345,194,530,49990,45995,45955,Rear Wheel Drive,Towbar possible,1500,5,57259
198,XPENG,P7 Wing Edition,82.7,155,4.1,200,455,182,730,69600,71188,0,All Wheel Drive,Towbar not possible,0,5,39769
199,SKODA,Enyaq Coupe RS,77.0,139,5.5,180,455,169,680,63300,63690,54820,All Wheel Drive,Towbar possible,1200,5,68305
200,FORD,Mustang Mach-E SR RWD,72.6,141,7.3,180,380,191,460,55800,46300,50830,Rear Wheel Drive,Towbar possible,750,5,63334
201,AUDI,Q4 Sportback e-tron 45,77.0,132,6.7,180,435,177,650,54950,56915,52245,Rear Wheel Drive,Towbar possible,1000,5,65097
202,VOLVO,EX40 Twin Motor,79.0,164,4.8,180,385,205,570,59590,0,57805,All Wheel Drive,Towbar possible,1800,5,72025
203,SSANGYONG,Korando e-Motion,56.0,139,8.5,156,290,193,330,40490,39990,0,Front Wheel Drive,Towbar possible,1500,5,22340
204,SMART,#1 Pro,47.0,148,6.7,180,250,188,320,37490,0,31950,Rear Wheel Drive,Towbar not possible,0,5,39809
205,AUDI,SQ6 e-tron,94.9,225,4.3,230,445,213,890,93800,100000,92950,All Wheel Drive,Towbar possible,2400,5,115815
206,SERES,3,51.0,146,8.9,155,260,196,240,0,37995,0,Front Wheel Drive,Towbar not possible,0,5,21226
207,VOLVO,EX90 Twin Motor,107.0,209,5.9,180,465,230,610,91700,88995,96255,All Wheel Drive,Towbar possible,2200,7,119933
208,BMW,i7 eDrive50,101.7,227,5.5,205,520,196,780,115700,122463,100205,Rear Wheel Drive,Towbar not possible,0,5,124855
209,MINI,Cooper E,36.8,150,7.3,160,230,160,350,32900,35990,30000,Front Wheel Drive,Towbar not possible,0,4,37380
210,AUDI,Q4 e-tron 45 quattro,77.0,145,6.6,180,395,195,590,54950,56865,52175,All Wheel Drive,Towbar possible,1200,5,65010
211,OPEL,Corsa Electric 51 kWh,48.1,124,8.1,150,315,153,490,38045,37999,35475,Front Wheel Drive,Towbar not possible,0,5,44201
212,BMW,i5 eDrive40 Touring,81.2,170,6.1,193,455,178,730,72200,79622,69945,Rear Wheel Drive,Towbar possible,1500,5,87151
213,MERCEDES-BENZ,EQS 450 4MATIC,108.4,189,5.6,210,610,178,910,113359,116955,0,All Wheel Drive,Towbar possible,750,5,65338
214,HONGQI,E-HS9 84 kWh,76.5,219,6.5,200,320,239,440,0,69995,0,All Wheel Drive,Towbar possible,1500,5,39103
215,MG,Marvel R Performance,70.0,148,4.9,200,350,200,380,50990,52485,0,All Wheel Drive,Towbar possible,750,5,29321
216,RENAULT,Scenic E-Tech EV60 170hp,60.0,123,8.6,150,340,176,400,41400,42470,0,Front Wheel Drive,Towbar possible,1100,5,23726
217,RENAULT,Megane E-Tech EV60 130hp,60.0,114,10.5,150,380,158,530,47000,39370,0,Front Wheel Drive,Towbar possible,500,5,21994
218,SMART,#3 Premium,62.0,130,5.8,180,355,175,550,46490,46055,40000,Rear Wheel Drive,Towbar possible,1600,5,49840
219,FIAT,500e Hatchback 24 kWh,21.3,228,9.0,135,135,158,230,30990,28990,28195,Front Wheel Drive,Towbar not possible,0,4,35130
220,RENAULT,Megane E-Tech EV40 130hp,40.0,151,10.0,150,260,154,370,42000,36370,0,Front Wheel Drive,Towbar possible,500,5,20318
221,GENESIS,GV60 Premium,74.0,159,7.8,185,390,190,1020,0,0,53905,Rear Wheel Drive,Towbar possible,1600,5,67165
222,LOTUS,Emeya,100.0,206,4.2,250,530,189,1230,106400,109685,96255,All Wheel Drive,Towbar not possible,0,5,119933
223,OPEL,Astra Sports Tourer Electric,50.8,141,9.3,170,310,164,500,43490,41499,39995,Front Wheel Drive,Towbar possible,0,5,49833
224,XPENG,P7 RWD Long Range,82.7,102,6.7,200,495,167,800,49600,51188,0,Rear Wheel Drive,Towbar not possible,0,5,28596
225,MERCEDES-BENZ,EQS SUV 450+,118.0,219,6.8,210,540,219,680,110801,125425,0,Rear Wheel Drive,Towbar possible,750,7,70069
226,RENAULT,5 E-Tech 40kWh 120hp,40.0,107,9.0,140,260,154,340,28000,28000,24000,Front Wheel Drive,Towbar possible,500,5,29904
227,FORD,Mustang Mach-E GT,91.0,187,3.7,200,425,214,380,77300,75200,74540,All Wheel Drive,Towbar possible,750,5,92876
228,BMW,i7 M70 xDrive,101.7,381,3.7,250,490,208,730,181800,189877,163315,All Wheel Drive,Towbar not possible,0,5,203490
229,PEUGEOT,e-308 SW,50.8,151,10.0,150,300,169,450,45765,42570,41250,Front Wheel Drive,Towbar not possible,0,5,51397
230,XPENG,G6 AWD Performance,87.5,125,4.1,200,480,182,960,60000,60000,0,All Wheel Drive,Towbar possible,0,5,33519
231,MERCEDES-BENZ,EQS SUV Maybach 680,118.0,440,4.4,210,490,241,620,200634,216780,200000,All Wheel Drive,Towbar possible,1800,4,249200
232,PEUGEOT,e-2008 50 kWh,46.3,144,9.9,150,270,171,430,38600,39270,0,Front Wheel Drive,Towbar not possible,0,5,21938
233,NISSAN,Townstar EV Passenger,45.0,178,12.6,132,225,200,230,39990,0,0,Front Wheel Drive,Towbar possible,1500,5,42389
234,AUDI,SQ8 e-tron,106.0,225,4.5,210,455,233,570,95800,99135,97500,All Wheel Drive,Towbar possible,1800,5,121485
235,FORD,Explorer Standard Range RWD,52.0,155,9.0,160,280,186,350,42500,41450,39875,Rear Wheel Drive,Towbar possible,1000,5,49684
236,PORSCHE,Taycan Turbo GT Weissach,97.0,494,2.2,305,475,204,1050,240000,249900,186300,All Wheel Drive,Towbar not possible,0,2,232129
237,GWM,ORA 3 63 kWh,59.3,125,8.2,160,340,174,290,44490,0,34995,Front Wheel Drive,Towbar not possible,0,5,43603
238,MG,MG5 Electric Standard Range,46.0,135,7.7,185,265,174,320,35490,35885,0,Front Wheel Drive,Towbar possible,500,5,20047
239,MERCEDES-BENZ,EQS SUV 580 4MATIC,118.0,303,4.7,210,530,223,670,147923,173825,139470,All Wheel Drive,Towbar possible,1800,7,173779
240,LUCID,Air Pure RWD,92.0,153,4.7,200,565,163,940,85000,88000,0,All Wheel Drive,Towbar not possible,0,5,49162
241,VOLVO,EC40 Single Motor,67.0,152,7.3,180,360,186,560,52690,50495,52555,Rear Wheel Drive,Towbar possible,1500,5,65483
242,PORSCHE,Taycan 4S Plus,97.0,227,3.7,250,550,176,1210,126422,132631,100196,All Wheel Drive,Towbar not possible,0,5,124844
243,SKODA,Enyaq Coupe 85x,77.0,118,6.6,180,470,164,700,53400,0,50305,All Wheel Drive,Towbar possible,1200,5,62680
244,SMART,#3 Pro,47.0,147,5.9,180,265,177,340,38490,38395,35000,Rear Wheel Drive,Towbar not possible,0,5,43610
245,MINI,Countryman SE ALL4,64.7,138,5.6,180,370,175,500,49500,49490,47180,All Wheel Drive,Towbar possible,1200,5,58786
246,DS,3 E-Tense,50.8,137,9.0,150,300,169,480,40540,39640,37200,Front Wheel Drive,Towbar not possible,0,5,46351
247,VOLVO,EX90 Twin Motor Performance,107.0,230,4.9,180,450,238,590,96800,98495,100555,All Wheel Drive,Towbar possible,2200,7,125291
248,LEXUS,UX 300e,64.0,161,7.5,160,340,188,170,0,0,47495,Front Wheel Drive,Towbar not possible,0,5,59178
249,MERCEDES-BENZ,EQE SUV 350 4MATIC,90.6,217,6.6,210,435,208,550,89548,99089,0,All Wheel Drive,Towbar possible,1800,5,55357
250,POLESTAR,2 Long Range Performance,79.0,139,4.2,205,450,176,670,58775,61700,57950,All Wheel Drive,Towbar possible,1500,5,72205
251,XPENG,G9 AWD Performance,93.1,154,3.9,200,465,200,1080,69600,73188,0,All Wheel Drive,Towbar possible,1500,5,40887
252,BMW,i5 xDrive40 Sedan,81.2,171,5.4,215,455,178,730,75600,80227,0,All Wheel Drive,Towbar possible,2000,5,44819
253,NISSAN,Ariya e-4ORCE 87kWh - 225 kW,87.0,144,5.7,200,405,215,480,61990,54990,50845,All Wheel Drive,Towbar possible,1500,5,63352
254,CUPRA,Tavascan Endurance,77.0,122,6.8,180,450,171,670,52000,55000,50000,Rear Wheel Drive,Towbar not possible,0,5,62300
255,NIO,ET5 75 kWh,70.5,155,4.0,200,395,178,590,59500,62700,0,All Wheel Drive,Towbar possible,1400,5,35027
256,MERCEDES-BENZ,EQE 350 4MATIC,89.0,157,6.3,210,510,175,640,74149,86263,0,All Wheel Drive,Towbar possible,750,5,48191
257,AIWAYS,U5,60.0,131,7.5,150,315,190,380,39563,42950,0,Front Wheel Drive,Towbar not possible,0,5,23994
258,CITROEN,e-C4 X 54 kWh,50.8,125,9.3,150,330,154,470,41540,40755,0,Front Wheel Drive,Towbar not possible,0,5,22768
259,MERCEDES-BENZ,EQS AMG 53 4MATIC+,108.4,307,3.4,250,535,203,800,155009,173825,0,All Wheel Drive,Towbar possible,750,5,97109
260,FIAT,500e 3+1 42 kWh,37.3,154,9.0,150,235,159,390,36990,35490,0,Front Wheel Drive,Towbar not possible,0,4,19826
261,ABARTH,500e Hatchback,37.8,172,7.0,155,225,168,370,37990,38490,34195,Front Wheel Drive,Towbar not possible,0,4,42606
262,OPEL,Mokka-e 54 kWh,50.8,144,9.0,150,290,175,460,44720,37999,37260,Front Wheel Drive,Towbar not possible,0,5,46425
263,NIO,ET5 Touring 100 kWh,90.0,146,4.0,200,485,186,700,68500,72900,0,All Wheel Drive,Towbar possible,1400,5,40726
264,FISKER,Ocean Sport,71.0,124,7.4,160,350,203,470,43900,43990,36900,Front Wheel Drive,Towbar possible,1090,5,45977
265,AUDI,Q4 Sportback e-tron 55 quattro,77.0,157,5.4,180,415,186,620,61000,66665,58625,All Wheel Drive,Towbar possible,1200,5,73046
266,MERCEDES-BENZ,EQS SUV 450 4MATIC,118.0,247,6.1,210,530,223,670,114609,129660,129470,All Wheel Drive,Towbar possible,1800,7,161319
267,ZEEKR,X Long Range RWD,64.0,126,5.6,180,355,180,590,45970,43490,0,Rear Wheel Drive,Towbar possible,1600,5,24296
268,CUPRA,Born 170 kW - 58 kWh,58.0,121,6.6,160,345,168,460,40750,38989,39205,Rear Wheel Drive,Towbar not possible,0,5,48849
269,CITROEN,e-C4 54 kWh,50.8,123,9.2,150,330,154,470,41540,39905,0,Front Wheel Drive,Towbar not possible,0,5,22293
270,MERCEDES-BENZ,EQA 300 4MATIC,66.5,161,7.7,160,350,190,500,53520,58959,0,All Wheel Drive,Towbar possible,1800,5,32938
271,NISSAN,Ariya e-4ORCE 87kWh - 290 kW,87.0,168,5.1,200,405,215,480,71490,64990,0,All Wheel Drive,Towbar possible,1500,5,36307
272,GENESIS,G80 Electrified Luxury,82.5,170,4.9,225,440,188,880,69200,0,69805,All Wheel Drive,Towbar not possible,0,5,86977
273,MERCEDES-BENZ,EQE 350,89.0,157,6.4,210,515,173,650,70995,83238,77345,Rear Wheel Drive,Towbar possible,750,5,96371
274,VOLKSWAGEN,ID.5 GTX,77.0,142,5.5,180,430,179,640,56455,62990,55365,All Wheel Drive,Towbar possible,1200,5,68984
275,ZEEKR,001 Privilege AWD,94.0,139,3.8,200,495,190,670,68970,68490,0,All Wheel Drive,Towbar possible,2000,5,38262
276,VOLKSWAGEN,ID.3 GTX Performance,79.0,118,5.6,200,460,172,690,53000,53000,50000,Rear Wheel Drive,Towbar not possible,0,4,62300
277,LOTUS,Eletre S,109.0,255,4.5,250,480,227,1000,121990,124090,105805,All Wheel Drive,Towbar possible,2250,5,131833
278,VOLVO,EC40 Twin Motor,79.0,160,4.8,180,400,198,600,61290,0,57805,All Wheel Drive,Towbar possible,1800,5,72025
279,PEUGEOT,e-3008 73 kWh Dual Motor,73.0,136,6.4,180,380,192,440,50000,50000,48000,All Wheel Drive,Towbar possible,1350,5,59808
280,HONGQI,E-HS9 120 kWh,112.0,224,4.9,200,460,243,420,0,102995,0,All Wheel Drive,Towbar possible,1500,5,57539
281,GENESIS,GV70 Electrified Sport,74.0,203,4.2,235,350,211,860,67300,0,65105,All Wheel Drive,Towbar possible,1800,5,81120
282,MERCEDES-BENZ,EQE SUV 350+,96.0,188,6.9,210,475,202,660,86811,91950,0,Rear Wheel Drive,Towbar possible,750,5,51368
283,MERCEDES-BENZ,EQE AMG 43 4MATIC,90.6,240,4.2,210,450,201,670,104756,111068,0,All Wheel Drive,Towbar possible,750,5,62049
284,FORD,Mustang Mach-E SR AWD,72.6,170,6.2,180,350,207,430,0,59400,0,All Wheel Drive,Towbar possible,750,5,33184
285,MERCEDES-BENZ,EQS 500 4MATIC,108.4,229,4.8,210,590,184,880,125378,145390,0,All Wheel Drive,Towbar possible,750,5,81223
286,CITROEN,e-Berlingo XL 50 kWh,50.0,171,11.7,132,230,217,340,37940,43178,31890,Front Wheel Drive,Towbar possible,750,7,39734
287,MERCEDES-BENZ,EQE SUV 500 4MATIC,96.0,238,4.9,210,455,211,630,99841,116755,0,All Wheel Drive,Towbar possible,1800,5,65226
288,MERCEDES-BENZ,EQE AMG 53 4MATIC+,90.6,275,3.5,220,450,201,670,110706,128613,114750,All Wheel Drive,Towbar possible,750,5,142978
289,BMW,i5 M60 xDrive Touring,81.2,263,3.9,230,415,196,670,101500,110477,99995,All Wheel Drive,Towbar possible,2000,5,124593
290,MERCEDES-BENZ,EQA 350 4MATIC,66.5,178,6.0,160,350,190,500,56424,67308,54510,All Wheel Drive,Towbar possible,1800,5,67919
291,PORSCHE,Taycan 4S,82.3,251,3.7,250,475,173,1050,120900,126800,95900,All Wheel Drive,Towbar not possible,0,5,119491
292,AUDI,Q4 Sportback e-tron 45 quattro,77.0,143,6.6,180,415,186,620,56950,58915,53675,All Wheel Drive,Towbar possible,1200,5,66879
293,VOLKSWAGEN,ID. Buzz LWB GTX,86.0,225,6.5,160,355,242,570,78000,78000,73000,All Wheel Drive,Towbar possible,1600,7,90958
294,SMART,#3 Pro+,62.0,122,5.8,180,355,175,550,43490,43395,37000,Rear Wheel Drive,Towbar possible,1600,5,46102
295,E.GO,e.wave X,27.0,167,12.0,135,150,180,0,24990,0,0,Rear Wheel Drive,Towbar not possible,0,4,26489
296,LOTUS,Emeya S,100.0,241,4.2,250,530,189,1230,126950,130585,108755,All Wheel Drive,Towbar not possible,0,5,135508
297,POLESTAR,3 Long Range Performance,107.0,198,4.7,210,470,228,610,92190,93550,81500,All Wheel Drive,Towbar possible,2200,5,101549
298,FIAT,500e Cabrio 42 kWh,37.3,166,9.0,150,230,162,380,37990,37490,34195,Front Wheel Drive,Towbar not possible,0,4,42606
299,CITROEN,e-Berlingo M 50 kWh,50.0,162,11.7,132,235,213,350,36940,41358,30990,Front Wheel Drive,Towbar possible,750,5,38613
300,VOLVO,EC40 Twin Motor Performance,79.0,157,4.6,180,400,198,600,64390,60995,0,All Wheel Drive,Towbar possible,1800,5,34075
301,LOTUS,Emeya R,100.0,324,2.8,256,470,213,1090,150990,155025,131255,All Wheel Drive,Towbar not possible,0,5,163543
302,MERCEDES-BENZ,EQE 500 4MATIC,90.6,200,4.7,210,505,179,750,88215,113488,0,All Wheel Drive,Towbar possible,750,5,63401
303,PORSCHE,Taycan Turbo S,97.0,410,2.4,260,500,194,1100,209900,218900,161400,All Wheel Drive,Towbar not possible,0,5,201104
304,SMART,#1 Premium,62.0,134,6.7,180,335,185,520,44990,44895,38950,Rear Wheel Drive,Towbar possible,1600,5,48531
305,VOLVO,EX40 Twin Motor Performance,79.0,161,4.6,180,380,208,570,62890,59495,0,All Wheel Drive,Towbar possible,1800,5,33237
306,MERCEDES-BENZ,EQT 200 Standard,45.0,216,12.6,132,225,200,230,49445,47753,0,Front Wheel Drive,Towbar possible,1500,5,26677
307,MERCEDES-BENZ,EQE SUV 300,90.6,186,7.6,210,450,201,570,83479,83480,0,Rear Wheel Drive,Towbar possible,750,5,46636
308,VOLVO,EX90 Single Motor,101.0,182,8.4,180,460,220,600,83700,83495,0,Rear Wheel Drive,Towbar possible,1200,7,46645
309,PORSCHE,Taycan 4 Cross Turismo,97.0,227,4.7,220,505,192,1110,113100,119400,96800,All Wheel Drive,Towbar not possible,0,5,120612
310,AUDI,SQ8 e-tron Sportback,106.0,218,4.5,210,480,221,610,98050,101535,100000,All Wheel Drive,Towbar possible,1800,5,124600
311,MERCEDES-BENZ,EQE SUV AMG 53 4MATIC+,90.6,353,3.5,240,410,221,610,139438,149788,0,All Wheel Drive,Towbar possible,1800,5,83680
312,XPENG,P7 AWD Performance,82.7,130,4.1,200,460,180,740,58600,61188,0,All Wheel Drive,Towbar not possible,0,5,34183
313,SKODA,Enyaq RS,77.0,140,5.5,180,435,177,650,61050,0,53120,All Wheel Drive,Towbar possible,1200,5,66187
314,AUDI,Q8 e-tron Sportback 50 quattro,89.0,173,6.0,200,445,200,690,76650,73785,70300,All Wheel Drive,Towbar possible,1800,5,87593
315,VINFAST,VF 8 Eco Extended Range,87.7,126,5.9,200,425,206,550,52990,53900,0,All Wheel Drive,Towbar not possible,0,5,30111
316,BYD,DOLPHIN 44.9 kWh Boost,44.9,125,8.0,160,255,176,260,30000,32990,28500,Front Wheel Drive,Towbar not possible,0,5,35511
317,GWM,ORA 3 GT,59.3,152,8.2,160,325,182,280,49490,0,0,Front Wheel Drive,Towbar not possible,0,5,52459
318,MERCEDES-BENZ,EQS SUV 500 4MATIC,118.0,257,5.3,210,530,223,670,124545,148173,0,All Wheel Drive,Towbar possible,1800,7,82778
319,MERCEDES-BENZ,eVito Tourer Long 90 kWh,90.0,245,12.1,160,320,281,320,72043,84773,0,Front Wheel Drive,Towbar not possible,0,8,47359
320,MERCEDES-BENZ,EQE SUV AMG 43 4MATIC,90.6,308,4.3,210,415,218,620,124920,130791,0,All Wheel Drive,Towbar possible,1800,5,73067
321,PORSCHE,Taycan 4S Cross Turismo,97.0,247,3.8,240,505,192,1110,126400,132600,100400,All Wheel Drive,Towbar not possible,0,5,125098
322,PORSCHE,Taycan Turbo,97.0,329,2.7,260,520,187,1140,175600,183000,134100,All Wheel Drive,Towbar not possible,0,5,167088
323,GENESIS,GV60 Sport,74.0,171,5.5,200,380,195,990,63200,0,58365,All Wheel Drive,Towbar possible,1600,5,72722
324,SKODA,Enyaq Coupe 60,58.0,134,8.8,160,355,163,480,46850,47990,0,Rear Wheel Drive,Towbar possible,1000,5,26810
325,KIA,e-Soul 39.2 kWh,39.2,164,9.9,157,230,170,200,0,0,32875,Front Wheel Drive,Towbar not possible,0,5,40962
326,AIWAYS,U6,60.0,138,7.0,160,350,171,430,47588,48975,0,Front Wheel Drive,Towbar not possible,0,5,27360
327,ELARIS,BEO 86 kWh,81.0,136,8.0,150,390,208,290,53090,0,0,Front Wheel Drive,Towbar not possible,0,5,56275
328,PEUGEOT,e-5008 73 kWh Dual Motor,73.0,154,6.0,170,365,200,420,55000,55000,51000,All Wheel Drive,Towbar possible,0,7,63546
329,PORSCHE,Taycan Turbo S Cross Turismo,97.0,434,2.5,250,475,204,1050,211300,220400,162500,All Wheel Drive,Towbar not possible,0,5,202475
330,NIO,ET5 Touring 75 kWh,70.5,160,4.0,200,385,183,570,59500,63900,0,All Wheel Drive,Towbar possible,1400,5,35698
331,VOLKSWAGEN,ID. Buzz LWB Pro,77.0,210,7.9,160,335,230,460,70000,70000,62000,Rear Wheel Drive,Towbar possible,0,7,77252
332,PORSCHE,Taycan 4S Sport Turismo,82.3,280,3.7,250,430,191,950,121800,127800,96700,All Wheel Drive,Towbar not possible,0,5,120488
333,NIO,EL7 75 kWh,70.5,257,3.9,200,340,207,510,85900,88900,0,All Wheel Drive,Towbar possible,2000,5,49664
334,PORSCHE,Taycan Sport Turismo,82.3,233,4.8,230,445,185,980,102400,108100,87300,Rear Wheel Drive,Towbar not possible,0,5,108775
335,PORSCHE,Taycan Plus Sport Turismo,97.0,212,4.8,230,515,188,1130,108124,114144,91754,Rear Wheel Drive,Towbar not possible,0,5,114325
336,SMART,#1 Pulse,62.0,142,4.5,180,325,191,500,46490,46055,0,All Wheel Drive,Towbar possible,1600,5,25729
337,VINFAST,VF 8 Plus Extended Range,87.7,140,5.5,200,425,206,550,58890,59790,0,All Wheel Drive,Towbar not possible,0,5,33402
338,PORSCHE,Taycan Turbo S Sport Turismo,97.0,447,2.4,260,460,211,1010,210800,219900,162100,All Wheel Drive,Towbar not possible,0,5,201976
339,NIO,EL6 75 kWh,70.5,191,4.5,200,350,201,520,65500,67900,0,All Wheel Drive,Towbar possible,1200,5,37933
340,FIAT,500e Cabrio 24 kWh,21.3,250,9.0,135,135,158,230,35490,31990,0,Front Wheel Drive,Towbar not possible,0,4,17871
341,MERCEDES-BENZ,EQV 250 Extra-Long,60.0,363,12.0,160,210,286,200,76217,0,0,Front Wheel Drive,Towbar not possible,0,7,80790
342,GENESIS,GV60 Sport Plus,74.0,206,4.0,235,365,203,950,73100,0,67505,All Wheel Drive,Towbar possible,1600,5,84111
343,ABARTH,500e Convertible,37.8,186,7.0,155,225,168,370,40990,41490,37195,Front Wheel Drive,Towbar not possible,0,4,46344
344,PORSCHE,Taycan 4S Plus Sport Turismo,97.0,254,3.7,250,495,196,1090,127322,133631,100996,All Wheel Drive,Towbar not possible,0,5,125841
345,PORSCHE,Taycan Turbo Sport Turismo,97.0,366,2.7,260,470,206,1030,176600,184000,134800,All Wheel Drive,Towbar not possible,0,5,167960
346,FIAT,500e 3+1 24 kWh,21.3,230,9.0,135,135,158,230,0,30990,0,Front Wheel Drive,Towbar not possible,0,4,17312
347,PORSCHE,Taycan Turbo Cross Turismo,97.0,348,2.8,250,495,196,1090,177000,184500,135200,All Wheel Drive,Towbar not possible,0,5,168459
348,MERCEDES-BENZ,EQV 250 Long,60.0,350,12.0,160,215,279,200,75282,0,0,Front Wheel Drive,Towbar not possible,0,7,79798
349,MERCEDES-BENZ,eVito Tourer Long 60 kWh,60.0,311,12.0,160,220,273,210,68398,0,0,Front Wheel Drive,Towbar not possible,0,8,72501
350,MERCEDES-BENZ,eVito Tourer Extra-Long 60 kWh,60.0,322,12.0,160,215,279,200,69309,0,0,Front Wheel Drive,Towbar not possible,0,8,73467
351,KGM,Torres EVX,72.0,130,8.1,175,350,206,390,43990,41250,44495,Front Wheel Drive,Towbar possible,1500,5,55440
352,MINI,Aceman E,38.5,163,7.9,160,230,167,370,37000,38990,31800,Front Wheel Drive,Towbar not possible,0,5,39622
353,MINI,Aceman SE,49.8,137,7.1,170,300,166,430,40000,42000,36000,Front Wheel Drive,Towbar not possible,0,5,44856
